12,11
13,11
14,11
15,11
16,11
17,11
18,11
19,11
23,11
31,11
36,11
45,11
55,11
4,13
30,13
43,13
63,13
42,13
89,13
33,14
38,14
46,14
47,14
48,14
49,14
58,14
90,14
39,14
50,14
8,14
32,15
1,16
2,16
3,16
5,16
7,16
9,16
10,16
11,16
22,17
24,17
51,19
52,19
54,19
60,19
37,20
61,20
62,20
