
P1,1,3,4,2,5
P2,1,4,3,5,2
P3,4,5,1,2,3
P4,1,2,3,5,4
P5,3,2,5,1,4
P6,2,4,3,5,1
P7,2,5,4,1,3
P8,5,2,1,3,4
P9,4,5,2,3,1
P10,3,2,4,5,1
