1,7
1,8
1,20
1,29
1,40
1,21
1,20
1,16
1,25
2,20
2,48
2,13
2,32
2,18
2,30
2,19
2,8
3,29
3,20
3,83
3,41
3,59
3,67
3,106
3,44
