1,2
1,3
1,1
1,1
1,6
1,1
1,2
1,10
1,5
2,2
2,3
2,3
2,5
2,7
2,5
2,8
2,7
3,2
3,1
3,0
3,1
3,0
3,0
3,0
3,0
